case_id,dni,edad,provincia,antiguedad_domicilio_meses,situacion_laboral,antiguedad_laboral_meses,ingresos_mensuales,score_crediticio,deuda_total,cantidad_deudas,cheques_rechazados,tipo_siniestro,frecuencia_siniestros_ultimo_anio,monto_reclamado,repite_domicilio,repite_telefono,cambio_aseguradora_frecuente,denuncia_tardia,siniestro_cerca_vencimiento,testigo_repetido,inconsistencia_ingresos_vs_deuda,inconsistencia_laboral,datos_incompletos,mes_siniestro,trimestre_siniestro,dia_semana_siniestro,fin_de_semana_siniestro,requiere_revision,nivel_riesgo,fraude,split
CASE-00869,37743067,49,santa fe,52,empleado,58,138447,638,147736,3,0,hogar,0,147044,0,0,0,0,0,0,0,0,0,7,3,6,1,0,bajo,0,train_balanced
CASE-00074,37017184,21,buenos aires,15,empleado,81,191621,649,444650,3,1,auto,1,103209,1,0,0,0,1,1,0,0,0,9,3,3,0,0,bajo,0,train_balanced
CASE-00485,30374057,44,buenos aires,122,empleado,96,117721,671,236737,2,0,robo,1,915101,0,0,0,0,0,0,0,0,0,2,1,2,0,0,bajo,0,train_balanced
CASE-00223,25256583,51,salta,39,autonomo,40,260608,593,215087,0,0,comercio,0,374576,0,0,1,0,0,0,0,0,0,4,2,1,0,0,bajo,0,train_balanced
CASE-00877,22214442,50,salta,21,autonomo,13,408896,686,677814,0,0,lesiones,4,101920,0,0,0,1,0,0,0,0,0,11,4,2,0,0,bajo,0,train_balanced
CASE-00904,27396765,27,salta,20,empleado,28,280001,684,561817,1,0,robo,1,142964,0,0,0,0,0,0,0,0,0,9,3,0,0,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00015,22386488,38,tucuman,76,desempleado,9,64072,744,56684,0,1,robo,0,327254,1,1,0,0,0,0,0,0,0,2,1,6,1,1,medio,0,train_balanced
CASE-00130,41249305,29,buenos aires,19,desempleado,2,38812,675,2603,0,1,auto,1,769624,0,0,0,0,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00166,31381957,26,buenos aires,115,monotributista,17,229292,763,259920,0,1,auto,1,126872,0,0,0,0,0,0,0,0,0,11,4,1,0,0,bajo,0,train_balanced
CASE-00017,22225300,49,tucuman,57,desempleado,14,72907,639,35424,0,0,auto,1,174028,0,1,0,0,0,0,0,0,1,1,1,0,0,1,medio,0,train_balanced
CASE-00259,30490455,43,cordoba,94,empleado,78,215721,663,91710,0,1,hogar,0,94072,0,0,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00195,40918642,34,caba,7,monotributista,42,246210,556,187838,1,0,robo,2,102626,0,0,0,0,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00732,26887210,52,tucuman,38,empleado,43,31212,594,23384,1,0,robo,1,151056,0,0,0,0,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00798,44622730,41,mendoza,48,empleado,77,214646,684,359636,4,1,auto,0,336280,0,0,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00980,29414759,60,tucuman,44,empleado,11,174650,511,255125,3,0,lesiones,0,141542,0,0,0,0,0,0,0,0,0,8,3,5,1,0,bajo,0,train_balanced
CASE-00408,30400647,18,caba,50,monotributista,10,193837,362,287948,3,0,hogar,0,236804,0,0,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00941,23953559,29,santa fe,33,autonomo,3,25000,621,23200,2,0,robo,2,96135,0,0,1,0,0,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00085,38283361,40,salta,47,empleado,23,259685,637,378496,1,0,robo,1,263205,0,0,0,0,0,0,0,0,1,11,4,4,0,1,medio,0,train_balanced
CASE-00170,24869236,64,salta,64,empleado,102,300574,851,368021,3,0,comercio,0,292119,0,0,0,0,0,0,0,0,0,10,4,5,1,0,bajo,0,train_balanced
CASE-00442,21602243,36,cordoba,26,empleado,34,254629,812,417382,1,1,lesiones,0,203553,0,0,0,1,0,0,0,0,0,3,1,3,0,0,bajo,0,train_balanced
CASE-00269,22002507,24,buenos aires,38,autonomo,64,190760,584,292142,2,1,robo,1,78955,0,0,1,0,0,0,0,0,0,11,4,6,1,0,bajo,0,train_balanced
CASE-00782,32675786,45,mendoza,82,desempleado,3,96120,786,70482,0,0,auto,0,142142,0,0,0,0,0,0,0,0,0,9,3,3,0,0,bajo,0,train_balanced
CASE-00409,37755994,30,buenos aires,37,monotributista,9,252126,749,490039,4,1,robo,0,382850,0,0,0,0,0,0,0,0,1,6,2,5,1,1,medio,0,train_balanced
CASE-00084,42576162,48,santa fe,26,autonomo,30,492049,863,553632,0,0,robo,0,241214,0,0,0,0,0,0,0,0,0,12,4,0,0,0,bajo,0,train_balanced
CASE-00203,33963591,31,salta,54,autonomo,26,302132,791,246663,3,1,robo,0,141364,0,0,0,0,1,0,0,0,0,8,3,2,0,0,bajo,0,train_balanced
CASE-00891,29985410,51,mendoza,122,monotributista,15,290783,649,237407,2,0,hogar,1,188534,0,0,0,0,0,0,0,0,0,4,2,0,0,0,bajo,0,train_balanced
CASE-00063,44214909,44,mendoza,30,monotributista,16,192927,551,437737,1,1,robo,0,412794,0,0,1,0,0,0,0,0,0,5,2,1,0,0,bajo,0,train_balanced
CASE-00562,40276221,20,santa fe,22,autonomo,15,215520,839,5493,1,0,auto,0,25364,0,0,0,0,1,0,0,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00806,37167108,18,cordoba,47,monotributista,25,232773,695,108600,1,0,hogar,0,334549,0,0,0,0,0,0,0,0,0,4,2,0,0,0,bajo,0,train_balanced
CASE-00656,27921209,40,santa fe,42,monotributista,12,208286,730,406494,1,0,hogar,0,90018,0,0,0,0,0,0,0,0,0,9,3,3,0,0,bajo,0,train_balanced
CASE-00284,41767260,45,salta,26,empleado,39,138512,477,0,0,1,robo,0,256388,0,0,0,0,0,0,0,0,0,5,2,6,1,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00152,23230786,18,mendoza,15,empleado,41,240912,638,192401,0,2,hogar,0,200925,0,0,0,0,0,0,0,0,0,3,1,2,0,0,bajo,0,train_balanced
CASE-00187,36975326,33,caba,34,empleado,37,245964,409,137767,1,1,lesiones,0,388303,0,0,0,0,0,0,0,0,0,7,3,1,0,0,bajo,0,train_balanced
CASE-00373,36639758,34,mendoza,60,empleado,25,335107,747,118001,0,0,auto,1,99425,0,0,0,1,0,0,0,0,0,11,4,0,0,0,bajo,0,train_balanced
CASE-00480,43848047,51,mendoza,17,empleado,44,162142,678,197837,2,0,hogar,0,212700,0,0,0,0,0,0,0,0,0,9,3,0,0,0,bajo,0,train_balanced
CASE-00482,33369981,44,caba,45,empleado,22,284203,722,214728,2,2,auto,1,436572,0,1,0,0,0,0,0,0,0,2,1,4,0,0,bajo,0,train_balanced
CASE-00233,26911616,33,buenos aires,59,autonomo,36,55592,553,9209,3,0,hogar,0,282844,0,0,0,0,0,0,0,0,0,1,1,0,0,0,bajo,0,train_balanced
CASE-00420,36843754,44,neuquen,31,empleado,15,300484,577,711473,3,0,robo,1,164833,0,0,0,0,0,0,0,0,0,11,4,6,1,0,bajo,0,train_balanced
CASE-00651,27120473,21,neuquen,127,empleado,85,117219,596,122319,1,1,comercio,1,534588,0,0,0,0,0,0,0,0,0,4,2,4,0,0,bajo,0,train_balanced
CASE-00879,42516582,42,tucuman,26,monotributista,5,39459,543,0,0,0,auto,1,133514,0,0,0,0,0,0,0,0,0,10,4,4,0,0,bajo,0,train_balanced
CASE-00168,30149777,24,mendoza,110,desempleado,4,78426,663,16153,1,0,hogar,0,88397,0,0,0,0,0,0,0,0,0,2,1,0,0,0,bajo,0,train_balanced
CASE-00337,37469317,47,santa fe,9,monotributista,12,128025,475,140130,1,1,lesiones,0,361045,0,1,0,0,0,0,0,0,0,6,2,1,0,0,bajo,0,train_balanced
CASE-00418,40161970,51,caba,34,autonomo,16,289224,823,248446,0,0,hogar,2,454341,0,1,0,1,0,0,0,0,0,7,3,4,0,0,bajo,0,train_balanced
CASE-00154,44355905,30,mendoza,58,empleado,47,333823,792,276417,1,0,comercio,0,29100,0,1,0,0,0,0,0,0,0,5,2,3,0,0,bajo,0,train_balanced
CASE-00407,26665472,28,mendoza,22,monotributista,81,162391,499,124094,1,0,auto,1,151428,0,0,0,0,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00851,41111090,27,santa fe,80,monotributista,63,203109,788,119286,0,1,auto,0,218005,0,0,0,0,0,0,0,0,1,12,4,5,1,1,medio,0,train_balanced
CASE-00540,21811146,30,neuquen,74,empleado,48,225945,477,61573,0,0,auto,0,343781,0,0,0,0,0,0,0,0,0,10,4,4,0,0,bajo,0,train_balanced
CASE-00666,25056332,34,neuquen,63,desempleado,7,99577,823,30286,4,0,auto,0,127983,1,0,1,1,0,0,0,0,0,5,2,4,0,1,medio,0,train_balanced
CASE-00491,46566096,34,cordoba,21,autonomo,69,343007,575,527598,5,0,hogar,2,582322,0,1,0,0,0,0,0,0,0,1,1,5,1,0,bajo,0,train_balanced
CASE-00923,29777361,19,tucuman,93,empleado,121,284599,909,53012,2,0,hogar,1,202810,0,0,0,0,0,1,0,0,0,1,1,1,0,0,bajo,0,train_balanced
CASE-00042,22710626,53,buenos aires,41,empleado,64,290909,693,161919,2,0,robo,3,389757,0,0,0,0,0,0,0,0,0,2,1,6,1,0,bajo,0,train_balanced
CASE-00117,37241678,43,buenos aires,109,autonomo,4,302395,471,292889,1,1,auto,2,444175,1,0,0,0,0,0,0,0,0,3,1,5,1,0,bajo,0,train_balanced
CASE-00621,39174474,41,santa fe,40,empleado,37,366051,459,871263,3,0,hogar,1,94614,0,0,0,0,1,0,1,0,0,10,4,4,0,1,medio,0,train_balanced
CASE-00508,33910388,42,tucuman,20,empleado,82,123798,573,0,5,1,comercio,0,211802,0,0,0,0,0,0,0,0,0,6,2,5,1,0,bajo,0,train_balanced
CASE-00990,39632428,50,tucuman,66,autonomo,11,477894,615,604792,2,0,lesiones,0,164467,0,0,0,0,0,0,0,0,0,12,4,4,0,0,bajo,0,train_balanced
